Movie_ID,Movie_Name,Release_Year,MPAA_Rating,Scraping_Source
tt0239986,Sidewalks of New York,2001,,
tt0240149,The Girl from Paris,2001,,
tt0240462,Dr. Dolittle 2,2001,,
tt0240510,The Four Feathers,2002,,
tt0240772,Ocean's Eleven,2001,,
tt0240890,Serendipity,2001,,
tt0240980,Till Human Voices Wake Us,2002,,
tt0241025,Vanity Fair,2004,,
tt0241760,The New Guy,2002,,
tt0242423,"Dude, Where's My Car?",2000,,
tt0242998,Valentine,2001,,
tt0243017,Waking Life,2001,,
tt0243255,Fat Girl,2001,,
tt0243585,Stuart Little 2,2002,,
tt0243736,40 Days and 40 Nights,2002,,
tt0244000,American Outlaws,2001,,
tt0244244,Swordfish,2001,,
tt0245574,Y Tu Mamá También,2001,,
tt0245674,Thir13en Ghosts,2001,,
tt0245686,Joe Dirt,2001,,
tt0245712,Amores Perros,2000,,
tt0245844,The Count of Monte Cristo,2002,,
tt0246460,Die Another Day,2002,,
tt0246500,Who Is Cletis Tout?,2001,,
tt0246772,Mostly Martha,2001,,
tt0247638,The Princess Diaries,2001,,
tt0249371,Ashoka the Great,2001,,
tt0249478,Domestic Disturbance,2001,,
tt0250323,The Deep End,2001,,
tt0250687,Rat Race,2001,,
tt0250797,Unfaithful,2002,,
tt0250809,Our Lady of the Assassins,2000,,
tt0251075,Evolution,2001,,
tt0251127,How to Lose a Guy in 10 Days,2003,,
tt0251160,John Q,2002,,
tt0251736,House of 1000 Corpses,2003,,
tt0252028,Surviving Christmas,2004,,
tt0252076,Maid in Manhattan,2002,,
tt0252866,American Pie 2,2001,,
tt0253556,Reign of Fire,2002,,
tt0253754,Star Trek: Nemesis,2002,,
tt0253840,The Triumph of Love,2001,,
tt0255819,Baby Boy,2001,,
tt0256415,Sweet Home Alabama,2002,,
tt0256524,The Curse of the Jade Scorpion,2001,,
tt0257044,Road to Perdition,2002,,
tt0257076,S.W.A.T.,2003,,
tt0257106,Scary Movie 2,2001,,
tt0257360,About Schmidt,2002,,
tt0257516,Cursed,2005,,
tt0257568,Kangaroo Jack,2003,,
tt0258068,The Quiet American,2002,,
tt0258463,The Bourne Identity,2002,,
tt0258816,The Reckoning,2002,,
tt0259324,Ghost Rider,2007,,
tt0259446,My Big Fat Greek Wedding,2002,,
tt0259711,Vanilla Sky,2001,,
tt0260866,Don't Say a Word,2001,,
tt0261289,Serving Sara,2002,,
tt0262432,George Washington,2000,,
tt0263757,Uptown Girls,2003,,
tt0264464,Catch Me If You Can,2002,,
tt0264472,Changing Lanes,2002,,
tt0264616,Frailty,2001,,
tt0264761,Kissing Jessica Stein,2001,,
tt0264935,Murder by Numbers,2002,,
tt0265029,America's Sweethearts,2001,,
tt0265086,Black Hawk Down,2001,,
tt0265208,The Girl Next Door,2004,,
tt0265298,Big Fat Liar,2002,,
tt0265343,Monsoon Wedding,2001,,
tt0265459,One Hour Photo,2002,,
tt0265662,The Rookie,2002,,
tt0266391,The Cat's Meow,2001,,
tt0266465,A Man Apart,2003,,
tt0266489,Duplex,2003,,
tt0266915,Rush Hour 2,2001,,
tt0266987,Spy Game,2001,,
tt0267248,Abandon,2002,,
tt0267626,K-19: The Widowmaker,2002,,
tt0268380,Ice Age,2002,,
tt0268397,Jimmy Neutron: Boy Genius,2001,,
tt0268695,The Time Machine,2002,,
tt0269347,The Hunted,2003,,
tt0270288,Confessions of a Dangerous Mind,2002,,
tt0270980,My Boss's Daughter,2003,,
tt0271027,Kiss of the Dragon,2001,,
tt0271367,Eight Legged Freaks,2002,,
tt0272020,The Last Castle,2001,,
tt0272152,K-PAX,2001,,
tt0272207,Narc,2002,,
tt0273923,Orange County,2002,,
tt0274166,Johnny English,2003,,
tt0274812,Secretary,2002,,
tt0275022,Crossroads,2002,,
tt0275309,Dogtown and Z-Boys,2001,,
tt0276751,About a Boy,2002,,
tt0278435,Enough,2002,,
tt0278488,How High,2001,,
tt0278823,Hollywood Ending,2002,,
tt0279331,Dark Blue,2002,,
tt0279493,Undercover Brother,2002,,
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,,
tt0280380,Trapped,2002,,
tt0280460,The Banger Sisters,2002,,
tt0280491,Bloody Sunday,2002,,
tt0280590,Mr. Deeds,2002,,
tt0280665,Femme Fatale,2002,,
tt0280707,Gosford Park,2001,,
tt0280778,Iris,2001,,
tt0281322,Undisputed,2002,,
tt0281358,A Walk to Remember,2002,,
tt0281373,Snow Dogs,2002,,
tt0282120,The Wild Thornberrys,2002,,
tt0283084,Tuck Everlasting,2002,,
tt0283111,Van Wilder: Party Liaison,2002,,
tt0283160,Extreme Ops,2002,,
tt0283832,8 Women,2002,,
tt0283883,And Now Ladies & Gentlemen,2002,,
tt0285462,Boat Trip,2002,,
tt0286106,Signs,2002,,
tt0286112,Shaolin Soccer,2001,,
tt0286179,Sunshine State,2002,,
tt0286244,The Triplets of Belleville,2003,,
tt0286716,Hulk,2003,,
tt0286788,What a Girl Wants,2003,,
tt0287717,Spy Kids 2: The Island of Lost Dreams,2002,,
tt0287978,Daredevil,2003,,
tt0289765,Red Dragon,2002,,
tt0289879,The Butterfly Effect,2004,,
tt0289992,The Life of David Gale,2003,,
tt0290002,Meet the Fockers,2004,,
tt0290095,The Tuxedo,2002,,
tt0290334,X2: X-Men United,2003,,
tt0291341,Mean Machine,2001,,
tt0291579,He Loves Me... He Loves Me Not,2002,,
tt0292506,The Recruit,2003,,
tt0293429,Mortal Kombat,2021,,
tt0293564,Rush Hour 3,2007,,
tt0293662,The Transporter,2002,,
tt0294357,Beyond Borders,2003,,
tt0294870,Rent,2005,,
tt0295178,Austin Powers in Goldmember,2002,,
tt0295289,A Guy Thing,2003,,
tt0295427,The Master of Disguise,2002,,
tt0295700,Wrong Turn,2003,,
tt0295701,xXx,2002,,
tt0296166,Real Women Have Curves,2002,,
tt0296572,The Chronicles of Riddick,2004,,
tt0297037,Brown Sugar,2002,,
tt0297181,I Spy,2002,,
tt0297884,Far from Heaven,2002,,
tt0298130,The Ring,2002,,
tt0298203,8 Mile,2002,,
tt0298228,Whale Rider,2002,,
tt0298814,The Core,2003,,
tt0299117,Roger Dodger,2002,,
tt0299172,Home on the Range,2004,,
tt0299658,Chicago,2002,,
tt0299977,Hero,2002,,
tt0300015,I Capture the Castle,2003,,
tt0300051,Jersey Girl,2004,,
tt0300214,Morvern Callar,2002,,
tt0300471,Shanghai Knights,2003,,
tt0300532,Blue Crush,2002,,
tt0300556,Timeline,2003,,
tt0301199,Dirty Pretty Things,2002,,
tt0301357,Good Bye Lenin!,2003,,
tt0301470,Jeepers Creepers 2,2003,,
tt0302640,The Hot Chick,2002,,
tt0302886,Old School,2003,,
tt0303356,Biggie and Tupac,2002,,
tt0303714,Barbershop,2002,,
tt0303933,Drumline,2002,,
tt0304415,Mona Lisa Smile,2003,,
tt0304669,The Santa Clause 2,2002,,
tt0305206,American Splendor,2003,,
tt0305224,Anger Management,2003,,
tt0305357,Charlie's Angels: Full Throttle,2003,,
tt0305669,Bringing Down the House,2003,,
tt0305711,Just Married,2003,,
tt0306047,Scary Movie 3,2003,,
tt0306685,Cradle 2 the Grave,2003,,
tt0306841,The Lizzie McGuire Movie,2003,,
tt0307453,Shark Tale,2004,,
tt0308353,Happily N'Ever After,2006,,
tt0308383,The Human Stain,2003,,
tt0308506,Like Mike,2002,,
tt0308508,Step Into Liquid,2003,,
tt0308514,Lost in La Mancha,2002,,
tt0308644,Finding Neverland,2004,,
tt0309530,Down with Love,2003,,
tt0309593,Final Destination 2,2003,,
tt0309912,Nicholas Nickleby,2002,,
tt0309987,The Dreamers,2003,,
tt0310281,A Mighty Wind,2003,,
tt0311113,Master and Commander: The Far Side of the World,2003,,
tt0311289,Holes,2003,,
tt0311429,The League of Extraordinary Gentlemen,2003,,
tt0311519,The Man Without a Past,2002,,
tt0312329,Against the Ropes,2004,,
tt0312528,The Cat in the Hat,2003,,
tt0313792,Anything Else,2003,,
tt0313911,Agent Cody Banks,2003,,
tt0314166,Hey Arnold! The Movie,2002,,
tt0314353,Tears of the Sun,2003,,
tt0314498,The Perfect Score,2004,,
tt0314676,The Singing Detective,2003,,
tt0314725,Standing in the Shadows of Motown,2002,,
tt0315297,Twisted,2004,,
tt0315327,Bruce Almighty,2003,,
tt0315983,House of Sand and Fog,2003,,
tt0316188,Raising Victor Vargas,2002,,
tt0316356,Open Range,2003,,
tt0316396,Peter Pan,2003,,
tt0316654,Spider-Man 2,2004,,
tt0317132,Because of Winn-Dixie,2005,,
tt0317198,Bridget Jones: The Edge of Reason,2004,,
tt0317303,Daddy Day Care,2003,,
tt0317648,Hidalgo,2004,,
tt0317740,The Italian Job,2003,,
tt0317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,,
tt0317919,Mission: Impossible III,2006,,
tt0318081,A Sound of Thunder,2005,,
tt0318374,The Cooler,2003,,
tt0318627,Resident Evil: Apocalypse,2004,,
tt0318649,Sahara,2005,,
tt0319262,The Day After Tomorrow,2004,,
tt0319524,How to Deal,2003,,
tt0319769,Mondays in the Sun,2002,,
tt0320244,Party Monster,2003,,
tt0320691,Underworld,2003,,
tt0322802,Jackass: The Movie,2002,,
tt0323033,Laws of Attraction,2004,,
tt0323642,Piglet's Big Movie,2003,,
tt0324127,Suspect Zero,2004,,
tt0324133,Swimming Pool,2003,,
tt0325055,Sylvia,2003,,
tt0325258,Dickie Roberts: Former Child Star,2003,,
tt0325537,Head of State,2003,,
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,,
tt0325710,The Last Samurai,2003,,
tt0325805,Matchstick Men,2003,,
tt0326306,The Trials of Henry Kissinger,2002,,
tt0326769,Biker Boyz,2003,,
tt0326856,Envy,2004,,
tt0327056,Mystic River,2003,,
tt0327084,Over the Hedge,2006,,
tt0327247,The Whole Ten Yards,2004,,
tt0327554,Catwoman,2004,,
tt0327679,Ella Enchanted,2004,,
tt0328107,Man on Fire,2004,,
tt0328538,Thirteen,2003,,
tt0328589,Under the Tuscan Sun,2003,,
tt0328880,Brother Bear,2003,,
tt0329575,Seabiscuit,2003,,
tt0329774,xXx: State of the Union,2005,,
tt0330793,The Punisher,2004,,
tt0331468,Cold Creek Manor,2003,,
tt0331953,Club Dread,2004,,
tt0332047,Fever Pitch,2005,,
tt0332375,Saved!,2004,,
tt0332452,Troy,2004,,
tt0332605,House of Fools,2002,,
tt0332658,Intermission,2003,,
tt0333766,Garden State,2004,,
tt0333780,"Legally Blonde 2: Red, White & Blonde",2003,,
tt0334405,Spellbound,2002,,
tt0335119,Girl with a Pearl Earring,2003,,
tt0335438,Starsky & Hutch,2004,,
tt0335559,Win a Date with Tad Hamilton!,2004,,
tt0335563,Wonderland,2003,,
tt0337692,On the Road,2012,,
tt0337697,The Prince & Me,2004,,
tt0337711,Rugrats Go Wild,2003,,
tt0337741,Something's Gotta Give,2003,,
tt0337917,Catch That Kid,2004,,
tt0337921,Cellular,2004,,
tt0337978,Live Free or Die Hard,2007,,
tt0338094,The Haunted Mansion,2003,,
tt0338096,Dirty Dancing: Havana Nights,2004,,
tt0338188,The Missing,2003,,
tt0338325,Paparazzi,2004,,
tt0338337,Paycheck,2003,,
tt0338466,Stuck on You,2003,,
tt0338526,Van Helsing,2004,,
tt0338751,The Aviator,2004,,
tt0339291,Lemony Snicket's A Series of Unfortunate Events,2004,,
tt0340012,Being Julia,2004,,
tt0340855,Monster,2003,,
tt0342172,Capturing the Friedmans,2003,,
tt0343121,Tupac: Resurrection,2003,,
tt0343135,Along Came Polly,2004,,
tt0343660,50 First Dates,2004,,
tt0343737,The Good Shepherd,2006,,
tt0343818,"I, Robot",2004,,
tt0344510,A Very Long Engagement,2004,,
tt0344604,Après Vous,2003,,
tt0346156,Sky Captain and the World of Tomorrow,2004,,
tt0346491,Alexander,2004,,
tt0347246,Ghost in the Shell 2: Innocence,2004,,
tt0347304,Kal Ho Naa Ho,2003,,
tt0348121,Steamboy,2004,,
tt0348150,Superman Returns,2006,,
tt0348333,Waiting...,2005,,
tt0348836,Gothika,2003,,
tt0349467,Freedomland,2006,,
tt0349683,King Arthur,2004,,
tt0349825,Miracle,2004,,
tt0349903,Ocean's Twelve,2004,,
tt0350258,Ray,2004,,
tt0351283,Madagascar,2005,,
tt0351977,Walking Tall,2004,,
tt0352248,Cinderella Man,2005,,
tt0354575,The Five Obstructions,2003,,
tt0354766,Never Die Alone,2004,,
tt0355295,The Brothers Grimm,2005,,
tt0355702,Lords of Dogtown,2005,,
tt0356150,EuroTrip,2004,,
tt0356470,A Cinderella Story,2004,,
tt0356618,The Forgotten,2004,,
tt0356634,Garfield,2004,,
tt0356680,The Family Stone,2005,,
tt0356910,Mr. & Mrs. Smith,2005,,
tt0358082,Robots,2005,,
tt0358135,Shall We Dance,2004,,
tt0358273,Walk the Line,2005,,
tt0358349,Agent Cody Banks 2: Destination London,2004,,
tt0359013,Blade: Trinity,2004,,
tt0359517,Johnson Family Vacation,2004,,
tt0359950,The Secret Life of Walter Mitty,2013,,
tt0360139,Chasing Liberty,2004,,
tt0360201,Wimbledon,2004,,
tt0360486,Constantine,2005,,
tt0360717,King Kong,2005,,
tt0361089,Valiant,2005,,
tt0361127,The Woodsman,2004,,
tt0361411,Bride & Prejudice,2004,,
tt0361467,Confessions of a Teenage Drama Queen,2004,,
tt0361596,Fahrenheit 9/11,2004,,
tt0361620,First Daughter,2004,,
tt0361841,Little Black Book,2004,,
tt0361862,The Machinist,2004,,
tt0361925,Welcome to Mooseport,2004,,
tt0362120,Scary Movie 4,2006,,
tt0362269,Kinsey,2004,,
tt0363163,Downfall,2004,,
tt0363282,New York Minute,2004,,
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,,
tt0363988,Secret Window,2004,,
tt0364045,Taking Lives,2004,,
tt0364385,Ju-on: The Grudge,2002,,
tt0364725,Dodgeball: A True Underdog Story,2004,,
tt0364751,Without a Paddle,2004,,
tt0365737,Syriana,2005,,
tt0365907,A Walk Among the Tombstones,2014,,
tt0366551,Harold & Kumar Go to White Castle,2004,,
tt0367082,Fateless,2005,,
tt0367089,The Squid and the Whale,2005,,
tt0367110,Swades,2004,,
tt0367479,After the Sunset,2004,,
tt0367594,Charlie and the Chocolate Factory,2005,,
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,,
tt0367959,Hannibal Rising,2007,,
tt0368447,The Village,2004,,
tt0368578,Are We There Yet?,2005,,
tt0368709,Elizabethtown,2005,,
tt0368891,National Treasure,2004,,
tt0368909,Ong-Bak: The Thai Warrior,2003,,
tt0368933,The Princess Diaries 2: Royal Engagement,2004,,
tt0368975,Sleepover,2004,,
tt0369339,Collateral,2004,,
tt0369436,Four Christmases,2008,,
tt0369441,Fun with Dick and Jane,2005,,
tt0369735,Monster-in-Law,2005,,
tt0370263,Alien vs. Predator,2004,,
tt0371246,Spanglish,2004,,
tt0371606,Chicken Little,2005,,
tt0371724,The Hitchhiker's Guide to the Galaxy,2005,,
tt0372237,Guess Who,2005,,
tt0372279,Festival Express,2003,,
tt0372532,The Wedding Date,2005,,
tt0372588,Team America: World Police,2004,,
tt0373051,Journey to the Center of the Earth,2008,,
tt0373469,Kiss Kiss Bang Bang,2005,,
tt0373883,Halloween,2007,,
tt0373908,The Honeymooners,2005,,
tt0373926,The Interpreter,2005,,
tt0374102,Open Water,2003,,
tt0374536,Bewitched,2005,,
tt0374583,Look at Me,2004,,
tt0375063,Sideways,2004,,
tt0375173,Alfie,2004,,
tt0375210,White Noise,2005,,
tt0375568,Astro Boy,2009,,
tt0375912,Layer Cake,2004,,
tt0376105,Racing Stripes,2005,,
tt0376136,The Rum Diary,2011,,
tt0376479,American Pastoral,2016,,
tt0376994,X-Men: The Last Stand,2006,,
tt0377062,Flight of the Phoenix,2004,,
tt0377091,Mean Creek,2004,,
tt0377107,Proof,2005,,
tt0377109,The Ring Two,2005,,
tt0377471,Be Cool,2005,,
tt0377752,Dear Frankie,2004,,
tt0377818,The Dukes of Hazzard,2005,,
tt0377981,Gnomeo & Juliet,2011,,
tt0379593,The Yes Men,2003,,
tt0379725,Capote,2005,,
tt0379786,Serenity,2005,,
tt0380277,The Cookout,2004,,
tt0380510,The Lovely Bones,2009,,
tt0380623,The Perfect Man,2005,,
tt0380817,Winter Passing,2005,,
tt0381505,Pretty Persuasion,2005,,
tt0381707,White Chicks,2004,,
tt0381849,3:10 to Yuma,2007,,
tt0382189,My Summer of Love,2004,,
tt0382625,The Da Vinci Code,2006,,
tt0383010,The Three Stooges,2012,,
tt0383060,Zoom,2006,,
tt0383216,The Pink Panther,2006,,
tt0383222,BloodRayne,2005,,
tt0383694,Vera Drake,2004,,
tt0384537,Silent Hill,2006,,
tt0384642,Kicking & Screaming,2005,,
tt0384680,The Weather Man,2005,,
tt0384793,Accepted,2006,,
tt0384806,The Amityville Horror,2005,,
tt0384814,Ask the Dust,2006,,
tt0385002,Green Street Hooligans,2005,,
tt0385004,House of Flying Daggers,2004,,
tt0385267,In Good Company,2004,,
tt0385307,Miss Congeniality 2: Armed & Fabulous,2005,,
tt0385726,Glory Road,2006,,
tt0385752,The Golden Compass,2007,,
tt0385880,Monster House,2006,,
tt0385887,Motherless Brooklyn,2019,,
tt0386140,The Legend of Zorro,2005,,
tt0386588,Hitch,2005,,
tt0387059,Bee Season,2005,,
tt0387596,Silmido,2003,,
tt0387808,Idiocracy,2006,,
tt0387898,Caché,2005,,
tt0388125,In Her Shoes,2005,,
tt0388482,Transporter 2,2005,,
tt0388888,Dig!,2004,,
tt0388980,The Greatest Game Ever Played,2005,,
tt0389328,Rise: Blood Hunter,2007,,
tt0389557,Black Book,2006,,
tt0389722,30 Days of Night,2007,,
tt0389790,Bee Movie,2007,,
tt0389828,C.S.A.: The Confederate States of America,2004,,
tt0389860,Click,2006,,
tt0390022,Friday Night Lights,2004,,
tt0390221,Maria Full of Grace,2004,,
tt0390384,Primer,2004,,
tt0390521,Super Size Me,2004,,
tt0391024,Control Room,2004,,
tt0391198,The Grudge,2004,,
tt0393162,Coach Carter,2005,,
tt0393735,The Shaggy Dog,2006,,
tt0395169,Hotel Rwanda,2004,,
tt0395251,The Producers,2005,,
tt0395584,The Devil's Rejects,2005,,
tt0395699,The Pacifier,2005,,
tt0396171,Perfume: The Story of a Murderer,2006,,
tt0396555,Meet the Robinsons,2007,,
tt0396652,Ice Princess,2005,,
tt0396752,Nanny McPhee,2005,,
tt0397065,House of Wax,2005,,
tt0397078,Just My Luck,2006,,
tt0397101,The Skeleton Key,2005,,
tt0397313,Eight Below,2006,,
tt0397535,Memoirs of a Geisha,2005,,
tt0397892,Bolt,2008,,
tt0398165,The Longest Yard,2005,,
tt0398375,Rumor Has It...,2005,,
tt0398808,Bridge to Terabithia,2007,,
tt0399146,A History of Violence,2005,,
tt0399201,The Island,2005,,
tt0399295,Lord of War,2005,,
tt0400497,Herbie Fully Loaded,2005,,
tt0400717,Open Season,2006,,
tt0401383,The Diving Bell and the Butterfly,2007,,
tt0401445,A Good Year,2006,,
tt0401729,John Carter,2012,,
tt0401792,Sin City,2005,,
tt0401855,Underworld: Evolution,2006,,
tt0401997,Breach,2007,,
tt0402022,Æon Flux,2005,,
tt0402901,The Cave,2005,,
tt0403217,Last Days,2005,,
tt0403508,The Sisterhood of the Traveling Pants,2005,,
tt0404203,Little Children,2006,,
tt0404390,Running Scared,2006,,
tt0405159,Million Dollar Baby,2004,,
tt0405296,A Scanner Darkly,2006,,
tt0405325,Sky High,2005,,
tt0405422,The 40-Year-Old Virgin,2005,,
tt0405469,The Wild,2006,,
tt0405508,Rang De Basanti,2006,,
tt0405866,The Bridesmaid,2004,,
tt0406375,Zathura: A Space Adventure,2005,,
tt0406650,The Chumscrubber,2005,,
tt0406759,The Eye,2008,,
tt0406816,The Guardian,2006,,
tt0407121,Pooh's Heffalump Movie,2005,,
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,,
tt0408345,Firewall,2006,,
tt0408524,Bad News Bears,2005,,
tt0408790,Flightplan,2005,,
tt0408839,The Heartbreak Kid,2007,,
tt0408985,Last Holiday,2006,,
tt0409182,Poseidon,2006,,
tt0409184,Russian Dolls,2005,,
tt0409459,Watchmen,2009,,
tt0409847,Cowboys & Aliens,2011,,
tt0410097,Hustle & Flow,2005,,
tt0410297,The Lake House,2006,,
tt0410377,Nim's Island,2008,,
tt0410764,Tideland,2005,,
tt0411195,Breakfast on Pluto,2005,,
tt0411477,Hellboy II: The Golden Army,2008,,
tt0412019,Broken Flowers,2005,,
tt0413099,Evan Almighty,2007,,
tt0413267,Shrek the Third,2007,,
tt0413300,Spider-Man 3,2007,,
tt0414387,Pride & Prejudice,2005,,
tt0414853,Barnyard,2006,,
tt0414982,Final Destination 3,2006,,
tt0414993,The Fountain,2006,,
tt0415978,Me and You and Everyone We Know,2005,,
tt0416212,The Secret Life of Bees,2008,,
tt0416236,The Spiderwick Chronicles,2008,,
tt0416320,Match Point,2005,,
tt0416508,Becoming Jane,2007,,
tt0417001,Must Love Dogs,2005,,
tt0417148,Snakes on a Plane,2006,,
tt0417217,Two for the Money,2005,,
tt0418279,Transformers,2007,,
tt0418647,Dreamer,2005,,
tt0418689,Flags of Our Fathers,2006,,
